Survived,Sex,Age,Fare,Mr,Mss,Mrs,Master,Rare,FamilySize1,FamilySize>1,EmbarkedS,EmbarkedC,EmbarkedQ,Pclass1,Pclass2,Pclass3
0,0,0.2875,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.375,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.0375,0.207896,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0.2125,0.0433125,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.6125,0.129646,0,0,0,0,1,1,0,1,0,0,1,0,0
1,1,0.3,0.325,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0.0125,0.0556665,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0.0375,0.09375,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0.4125,0.043271,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.4625,0.13,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.65,0.1525,0,0,0,0,1,1,0,1,0,0,1,0,0
0,0,0.3125,0.03875,1,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0.3625,0.038875,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.7,0.1775,0,0,0,0,1,1,0,0,1,0,1,0,0
1,1,0.2,0.03875,0,0,0,0,0,1,0,0,0,1,0,0,1
1,1,0.4375,0.732604,0,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0.175,0.072271,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0.1,0.105375,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.3,0.038979,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.2875,0.075229,1,0,0,0,0,1,0,0,1,0,0,1,0
0,1,0.5625,0.03875,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.475,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.325,0.102875,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.3125,0.0722915,1,0,0,0,0,1,0,0,1,0,0,0,1
0,1,0.2625,0.0722915,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0.6125,0.44552100000000006,1,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0.5,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.275,0.145,0,0,1,0,0,0,0,1,0,0,0,1,0
1,1,0.2,0.19699999999999998,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0.45,0.13,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0.225,0.115,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0.675,0.3913335,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0.675,0.3864375,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0.5,0.25,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.625,0.532125,1,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0.0875,0.145625,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0.2375,0.18375,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0.6,0.039271,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0.2875,0.039625,0,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.4375,0.6781665,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0.05,0.4092915,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0.775,0.4,0,0,1,0,0,1,0,1,0,0,1,0,0
1,1,0.2375,0.13,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,0.5,0.138604,0,0,0,0,1,1,0,0,1,0,1,0,0
1,1,0.2125,0.5445,0,0,1,0,0,0,0,0,1,0,1,0,0
1,1,0.2125,0.06,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,0.375,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.325,0.15,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0.375,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.575,0.13,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.525,0.03775,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.5,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0.425,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.5875,0.045,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.35,0.0475,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.625,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.2625,0.3864375,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0.5,0.15,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.25,0.0433125,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0.3625,0.105375,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0.025,0.156375,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0.2125,0.035271,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0.2625,0.039396,0,0,0,0,0,1,0,0,0,1,0,0,1
1,1,0.2625,0.0805,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0.2,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.3,0.065,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0.2,0.2345,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0.5375,0.03225,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3,0.0805,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0.3,0.3465,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0.3875,0.038875,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0.2625,0.072271,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.375,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0.3625,0.03875,1,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0.2625,0.039,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.5,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.275,0.045,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.3,0.09375,0,0,1,0,0,0,1,1,0,0,0,1,0
0,0,0.8875,0.247521,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0.35,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.2625,0.0525,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.2125,0.039625,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0.3,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.175,0.150354,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0.5625,0.13949999999999999,0,0,1,0,0,0,1,1,0,0,0,0,1
1,1,0.675,0.115,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0.4,0.28247900000000004,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.5,0.1485,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0.375,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.425,0.0525,0,0,1,0,0,1,0,1,0,0,0,1,0
1,1,0.35,0.13,0,0,1,0,0,0,0,1,0,0,0,1,0
0,1,0.2625,0.03875,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0.35,0.165,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,0.0875,0.13125,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0.75,0.13275,0,0,0,0,1,1,0,1,0,0,1,0,0
0,0,0.2375,0.0407915,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.575,0.305875,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0.3125,0.036125,1,0,0,0,0,1,0,0,1,0,0,0,1
1,1,0.275,0.038875,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.225,0.3675,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.6125,0.38364600000000004,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0.4125,0.039479,1,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0.5875,0.075,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.475,0.35641649999999997,0,0,1,0,0,0,0,0,1,0,1,0,0
1,1,0.3375,0.0525,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.2875,0.046125,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.4375,0.26,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0.3125,0.039146,1,0,0,0,0,1,0,0,0,1,0,0,1
1,1,0.2875,1.315,0,0,0,0,0,0,1,1,0,0,1,0,0
0,0,0.1875,0.036146,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.2375,0.038875,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.025,0.13,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0.2125,0.0525,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.2625,0.1117915,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0.65,0.39825000000000005,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0.375,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.2625,0.0389375,0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,0.325,0.13,0,0,1,0,0,0,0,1,0,0,0,1,0
0,1,0.55,0.13,0,0,1,0,0,0,0,1,0,0,0,1,0
0,1,0.2625,0.03875,0,0,0,0,0,1,0,0,0,1,0,0,1
1,0,0.2125,0.5544165,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0.4375,0.1314375,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.4875,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.4125,0.061375,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.3375,0.0692915,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,0.625,0.0525,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.2375,1.315,1,0,0,0,0,0,1,1,0,0,1,0,0
0,0,0.2,0.09,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.3125,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.2375,0.2655,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0.05,0.145625,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0.4375,0.13275,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0.2625,0.0386665,1,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0.225,0.038875,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.525,0.1314375,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1,0.3875,0.039271,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3125,0.0475,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3125,0.0386665,1,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0.3125,0.036146,1,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0.475,0.45,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0.6375,0.38979149999999996,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0.35,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3375,0.065,0,0,0,0,1,1,0,1,0,0,0,1,0
1,1,0.2625,0.03875,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0.4125,0.025,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.375,0.036125,1,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0.3125,0.03625,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.375,0.0525,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.325,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3125,0.036125,1,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0.525,0.135,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0.65,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.3125,0.34775,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0.4375,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.6,0.198,0,0,0,0,1,0,0,0,1,0,1,0,0
0,0,0.5375,0.13125,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0.425,0.065,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0.525,0.26277100000000003,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0.2375,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0.2625,0.1273335,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.4,0.07925,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0.05,0.115,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0.3375,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.35,0.065,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.3,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0.4625,0.26277100000000003,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0.4375,0.44552100000000006,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0.7375,0.03625,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3125,0.03525,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.375,0.06175,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0.3125,0.036125,1,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0.5625,0.1425,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.3125,0.03625,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.35,0.036146,1,0,0,0,0,1,0,0,1,0,0,0,1
1,1,0.275,0.75775,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0.5625,0.13275,1,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0.0,0.0725,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,0.25,0.0433125,0,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.4375,0.2655,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,0.4875,0.5544165,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0.3125,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.2875,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.4125,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.375,0.105,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0.3875,0.039625,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.6875,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.425,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0.525,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.2375,0.13,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.225,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.4125,0.102625,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0.275,0.0491875,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.4375,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3,0.03525,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.425,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.4,0.03875,1,0,0,0,0,1,0,0,0,1,0,0,1
1,1,0.45,0.065,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,0.7625,0.161604,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.3125,0.34775,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0.3125,0.03625,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3125,0.03875,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0.375,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.4,0.039625,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.375,0.0475,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.725,0.732604,0,0,0,0,0,1,0,0,1,0,1,0,0
1,1,0.2375,0.15,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0.625,0.66825,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,0.3125,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.3375,0.038979,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.175,0.1984375,1,0,0,0,0,0,1,1,0,0,0,0,1
0,1,0.025,0.75775,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0.3125,0.0725,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.4125,0.038875,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.1,0.13125,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0.3625,0.0474165,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.325,0.039271,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.2625,0.038875,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.2,0.0475,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.5,0.036125,1,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0.925,0.038875,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.3375,0.1525,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.425,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.35,0.06175,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,0.25,0.039625,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0.4875,0.145625,0,0,1,0,0,0,1,0,0,1,0,0,1
1,1,0.45,0.355,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0.2125,0.036146,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.2375,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0.5875,0.0725,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0.5,1.137625,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0.3625,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.475,0.03525,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.225,0.039271,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.675,0.07,0,0,0,0,1,1,0,1,0,0,0,1,0
1,0,0.0,0.0425835,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,0.2375,0.0725,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.425,0.13,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0.6875,0.08,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,0.5875,0.12793749999999998,1,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0.325,0.09393750000000001,1,0,0,0,0,1,0,0,1,0,0,0,1
0,1,0.025,0.052312500000000005,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.3125,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.4125,0.2655,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,0.4375,0.10125,0,0,1,0,0,0,0,1,0,0,0,0,1
1,1,0.525,0.13,0,0,1,0,0,0,0,1,0,0,0,1,0
0,1,0.2625,0.03775,0,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.375,0.0693125,1,0,0,0,0,1,0,0,1,0,0,1,0
0,0,0.3125,0.0342915,1,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0.45,0.07775,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.2375,0.0,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3375,1.0575,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0.2125,0.285,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0.3125,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.2625,0.039396,0,0,0,0,0,1,0,0,0,1,0,0,1
1,1,0.475,0.1569375,0,0,1,0,0,0,1,1,0,0,0,0,1
0,0,0.275,0.03625,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3875,0.185021,1,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0.3125,0.0433125,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.2375,0.050853999999999996,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.2625,0.0433125,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.05,0.195,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0.275,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.425,0.13275,1,0,0,0,0,1,0,1,0,0,1,0,0
1,1,0.4375,0.417375,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0.3125,0.03875,1,0,0,0,0,1,0,0,0,1,0,0,1
1,1,0.725,0.7673125000000001,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0.7,0.153479,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0.3125,0.036125,1,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0.6375,0.13275,1,0,0,0,0,1,0,1,0,0,1,0,0
1,1,0.45,0.6781665,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0.5625,0.417375,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0.2625,0.039271,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.375,0.03625,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.3375,0.0556665,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0.8875,0.173271,1,0,0,0,0,1,0,0,1,0,1,0,0
1,1,0.375,0.065,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.675,0.2593125,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.275,0.038979,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.3,0.09629149999999999,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0.4375,0.396,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,0.725,0.1485,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0.875,0.0525,1,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0.1125,0.102625,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0.675,0.13,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.3125,0.34775,0,0,0,1,0,0,1,1,0,0,0,0,1
1,1,0.3,1.315,0,0,0,0,0,0,1,1,0,0,1,0,0
0,0,0.3125,0.03875,1,0,0,0,0,1,0,0,0,1,0,0,1
1,1,0.4875,0.39825000000000005,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0.3125,0.03775,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.5125,0.0705415,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0.4875,0.039625,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.325,0.28247900000000004,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3125,0.13,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.0125,0.185021,0,0,0,1,0,0,0,0,1,0,0,1,0
0,1,0.2625,0.040687499999999995,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0.5875,0.1925,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.4625,0.039625,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.55,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0.175,0.039271,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.45,0.0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.3125,0.27720849999999997,1,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0.45,0.064375,1,0,0,0,0,1,0,0,1,0,0,1,0
1,1,0.175,0.0562085,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.3625,0.0525,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.375,0.4675,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.45,0.0525,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.8,0.13,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.3125,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.4875,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0.3,0.035708500000000004,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0.475,0.065,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0.475,1.137625,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0.2,0.171875,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0.2625,0.07622899999999999,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0.275,0.0525835,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3125,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.65,0.4675,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0.3875,0.26,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0.4,0.28247900000000004,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3125,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3125,0.03525,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0.1125,0.07622899999999999,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.425,0.07200000000000001,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.2125,0.0433125,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.3125,0.039479,1,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0.7625,0.0311875,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.1,0.145625,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,0.2625,0.0386665,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0.3125,0.036146,1,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0.4,0.039625,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0.225,0.09,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0.35,0.165,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.2875,0.0525,0,0,0,0,1,1,0,1,0,0,0,1,0
0,0,0.3625,0.33299999999999996,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0.6,0.13275,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0.325,0.072271,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.4375,0.039479,1,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0.3125,0.038625,1,0,0,0,0,1,0,0,0,1,0,0,1
1,0,0.1375,0.6,0,0,0,1,0,0,0,1,0,0,1,0,0
0,0,0.8125,0.309896,1,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0.4375,0.035625,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.3625,0.0525,0,0,1,0,0,1,0,1,0,0,0,1,0
1,1,0.75,0.37625,0,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0.3,0.04425,0,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.4375,0.410854,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0.3125,0.043562500000000004,1,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0.6375,0.04025,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0.2,0.289896,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0.2375,0.039271,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0.625,0.13,0,0,1,0,0,0,0,1,0,0,0,1,0
