Survived,PassengerId,firstClass,secondClass,thirdClass,Sex,under15,over55,SibSp,Parch,Fare
0,50,0,0,1,0,0,0,1,0,0.034743286152731485
1,108,0,0,1,1,0,0,0,0,0.015175789316712771
0,776,0,0,1,1,0,0,0,0,0.015126992566498259
1,859,0,0,1,0,0,0,0,3,0.03758969818624431
1,259,1,0,0,0,0,0,0,0,1.0
0,795,0,0,1,1,0,0,0,0,0.015411575213749284
1,234,0,0,1,0,1,0,4,2,0.061264319894317944
1,456,0,0,1,1,0,0,0,0,0.015411575213749284
1,727,0,1,0,0,0,0,3,0,0.04098927018018883
1,382,0,0,1,0,1,0,0,2,0.030725752114070404
1,514,1,0,0,0,0,0,1,0,0.11594107850967697
0,232,0,0,1,1,0,0,0,0,0.015175789316712771
1,166,0,0,1,1,1,0,0,2,0.04006213192611313
0,362,0,1,0,1,0,0,1,0,0.05410739813385612
1,760,1,0,0,0,0,0,0,0,0.16883675574220638
0,740,0,0,1,1,0,0,0,0,0.015411575213749284
0,373,0,0,1,1,0,0,0,0,0.015712553569072387
1,821,1,0,0,0,0,0,1,1,0.18249984580226933
1,167,1,0,0,0,0,0,0,1,0.10735285047192313
0,564,0,0,1,1,0,0,0,0,0.015712553569072387
1,401,0,0,1,1,0,0,0,0,0.015468569817999833
1,473,0,1,0,0,0,0,1,2,0.05416439273810667
1,671,0,1,0,0,0,0,1,1,0.0761229303346364
0,179,0,1,0,1,0,0,0,0,0.025374310111545468
1,342,1,0,0,0,0,0,3,2,0.5133418122566505
1,701,1,0,0,0,0,0,1,0,0.4440992237022602
1,276,1,0,0,0,0,1,1,0,0.15216446768991498
0,422,0,0,1,1,0,0,0,0,0.015094396337354966
1,707,0,1,0,0,0,0,0,0,0.026350245115835676
1,4,1,0,0,0,0,0,1,0,0.10364429745562033
1,280,0,0,1,0,0,0,1,1,0.03952536767375352
1,269,1,0,0,0,0,1,0,1,0.2995388511917728
1,306,1,0,0,1,1,0,1,2,0.29580589980036276
0,845,0,0,1,1,0,0,0,0,0.016908073949327893
1,2,1,0,0,0,0,0,1,0,0.13913573538264068
0,122,0,0,1,1,0,0,0,0,0.015712553569072387
0,767,1,0,0,1,0,0,0,0,0.07729405233978466
0,434,0,0,1,1,0,0,0,0,0.013907073811135496
1,856,0,0,1,0,0,0,0,1,0.01824998458022693
0,697,0,0,1,1,0,0,0,0,0.015712553569072387
1,510,0,0,1,1,0,0,0,0,0.11027245763075773
0,254,0,0,1,1,0,0,1,0,0.031425107138144774
1,866,0,1,0,0,0,0,0,0,0.025374310111545468
0,46,0,0,1,1,0,0,0,0,0.015712553569072387
1,633,1,0,0,1,0,0,0,0,0.05953203526170282
1,152,1,0,0,0,0,0,1,0,0.12999454257145598
1,210,1,0,0,1,0,0,0,0,0.060507970265993034
0,246,1,0,0,1,0,0,2,0,0.17566830077223786
0,844,0,0,1,1,0,0,0,0,0.012565163180236457
1,408,0,1,0,1,1,0,1,1,0.03659756266088288
1,582,1,0,0,0,0,0,1,1,0.21642978772242535
0,862,0,1,0,1,0,0,1,0,0.022446505098674834
0,297,0,0,1,1,0,0,0,0,0.014110458666029575
0,453,1,0,0,1,0,0,0,0,0.05416439273810667
0,203,0,0,1,1,0,0,0,0,0.012678957201736696
0,318,0,1,0,1,0,0,0,0,0.027326180120125887
0,313,0,1,0,0,0,0,1,1,0.050748620223090936
1,341,0,1,0,1,1,0,1,1,0.050748620223090936
0,855,0,1,0,0,0,0,1,0,0.050748620223090936
1,642,1,0,0,0,0,0,0,0,0.13526459159462315
1,205,0,0,1,1,0,0,0,0,0.015712553569072387
1,99,0,1,0,0,0,0,0,1,0.04489301019734967
0,593,0,0,1,1,0,0,0,0,0.014151057562208049
1,717,1,0,0,0,0,0,0,0,0.4440992237022602
0,523,0,0,1,1,0,0,0,0,0.014102260811993537
1,438,0,1,0,0,0,0,2,3,0.03659756266088288
0,749,1,0,0,1,0,0,1,0,0.10364429745562033
1,80,0,0,1,0,0,0,0,0,0.024349578357040744
0,567,0,0,1,1,0,0,0,0,0.015411575213749284
0,192,0,1,0,1,0,0,0,0,0.025374310111545468
0,240,0,1,0,1,0,0,0,0,0.023959204355324663
1,231,1,0,0,0,0,0,1,0,0.16293234896625058
0,849,0,1,0,1,0,0,0,1,0.06441171028315387
1,360,0,0,1,0,0,0,0,0,0.01537917417160685
0,442,0,0,1,1,0,0,0,0,0.018542765081513996
0,666,0,1,0,1,0,0,2,0,0.1434624456306609
0,669,0,0,1,1,0,0,0,0,0.015712553569072387
1,449,0,0,1,0,1,0,2,1,0.03758969818624431
0,420,0,0,1,0,1,0,0,2,0.04713766070721715
1,441,0,1,0,0,0,0,1,1,0.05123658772523604
0,101,0,0,1,0,0,0,0,0,0.015411575213749284
0,496,0,0,1,1,0,0,0,0,0.028220722145058292
1,316,0,0,1,0,0,0,0,0,0.015330377421392339
1,728,0,0,1,0,0,0,0,0,0.015102594191391002
1,392,0,0,1,1,0,0,0,0,0.015216388212891242
0,533,0,0,1,1,0,0,1,1,0.014110458666029575
1,839,0,0,1,1,0,0,0,0,0.11027245763075773
0,405,0,0,1,0,0,0,0,0,0.016908073949327893
0,675,0,1,0,1,0,0,0,0,0.0
1,430,0,0,1,1,0,0,0,0,0.015712553569072387
1,766,1,0,0,0,0,0,1,0,0.15216446768991498
0,182,0,1,0,1,0,0,0,0,0.02937564362913533
0,714,0,0,1,1,0,0,0,0,0.018510168852370702
0,799,0,0,1,1,0,0,0,0,0.014110458666029575
1,219,1,0,0,0,0,0,0,0,0.14891148113361488
0,884,0,1,0,1,0,0,0,0,0.020494635090094415
0,132,0,0,1,1,0,0,0,0,0.013760683560491965
0,715,0,1,0,1,0,0,0,0,0.025374310111545468
1,323,0,1,0,0,0,0,0,0,0.024105594605968193
0,105,0,0,1,1,0,0,2,0,0.015468569817999833
1,66,0,0,1,1,0,0,1,1,0.029757819776815374
0,889,0,0,1,0,0,0,1,2,0.04577135170121086
0,729,0,1,0,1,0,0,1,0,0.050748620223090936
0,410,0,0,1,0,0,0,3,1,0.04970768794751499
0,375,0,0,1,0,1,0,3,1,0.04113566043083236
0,336,0,0,1,1,0,0,0,0,0.015411575213749284
0,726,0,0,1,1,0,0,0,0,0.016908073949327893
1,548,0,1,0,1,0,0,0,0,0.02705779799394608
0,655,0,0,1,0,0,0,0,0,0.013175122557917838
1,369,0,0,1,0,0,0,0,0,0.015126992566498259
0,576,0,0,1,1,0,0,0,0,0.028302115124416098
1,326,1,0,0,0,0,0,0,0,0.2647385704347907
1,377,0,0,1,0,0,0,0,0,0.014151057562208049
1,480,0,0,1,0,1,0,0,1,0.023983602730431916
1,608,1,0,0,1,0,0,0,0,0.05953203526170282
0,379,0,0,1,1,0,0,0,0,0.007831878409428937
0,286,0,0,1,1,0,0,0,0,0.016908073949327893
0,49,0,0,1,1,0,0,2,0,0.04231498029001666
0,532,0,0,1,1,0,0,0,0,0.014110458666029575
0,70,0,0,1,1,0,0,2,0,0.016908073949327893
1,310,1,0,0,0,0,0,0,0,0.11111839809247648
0,178,1,0,0,0,0,0,0,0,0.05604306762136532
1,508,1,0,0,1,0,0,0,0,0.051822148727810165
0,91,0,0,1,1,0,0,0,0,0.015712553569072387
0,6,0,0,1,1,0,0,0,0,0.01650950209357577
0,250,0,1,0,1,0,0,1,0,0.050748620223090936
1,147,0,0,1,1,0,0,0,0,0.015216388212891242
0,121,0,1,0,1,0,0,2,0,0.1434624456306609
0,35,1,0,0,1,0,0,1,0,0.16038672010106
0,100,0,1,0,1,0,0,1,0,0.050748620223090936
1,778,0,0,1,0,1,0,0,0,0.024349578357040744
1,538,1,0,0,0,0,0,0,0,0.20772776566317125
0,190,0,0,1,1,0,0,0,0,0.015411575213749284
1,600,1,0,0,1,0,0,1,0,0.11111839809247648
0,271,1,0,0,1,0,0,0,0,0.060507970265993034
1,273,0,1,0,0,0,0,0,1,0.0380614651673182
0,621,0,0,1,1,0,0,1,0,0.028212719478023115
1,22,0,1,0,1,0,0,0,0,0.025374310111545468
1,376,1,0,0,0,0,0,1,0,0.16038672010106
0,237,0,1,0,1,0,0,1,0,0.050748620223090936
0,337,1,0,0,1,0,0,1,0,0.12999454257145598
0,52,0,0,1,1,0,0,0,0,0.01522458606692728
0,543,0,0,1,0,1,0,4,2,0.06104473451835265
0,528,1,0,0,1,0,0,0,0,0.4328841690069588
